"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSDARG00000029830",192.362046889885,5.79580564750066,0.484534214499974,11.9616024504725,5.64616981687607e-33,1.2443208453435e-30,"myf6","404208"
"ENSDARG00000002589",5006.17798150197,5.69567835292595,0.645368599214298,8.8254655709313,1.09005376184788e-18,9.08288260004765e-17,"mylpfb","447930"
"ENSDARG00000105585",10.0916084073133,5.67670230417625,1.3606688429802,4.17199404062406,3.01945536054598e-05,0.000492745860602316,NA,NA
"ENSDARG00000117535",194.297344207791,5.67516378501061,0.466796141855446,12.157692140412,5.22129768120548e-34,1.29603600653165e-31,NA,NA
"ENSDARG00000012944",9675.48034683585,5.65770054934695,0.74080629220734,7.63721988981628,2.21962242090608e-14,1.27041058998511e-12,"myhz2","246275"
"ENSDARG00000070157",3104.62892841676,5.6337129091085,0.68189508719899,8.26184704196949,1.4343543266305e-16,9.83241551635865e-15,"tgm2a","447909"
"ENSDARG00000014196",57109.9482598989,5.62853809443058,0.590352056784303,9.53420595346055,1.51036961607675e-21,1.61891026894117e-19,"myl1","336165"
"ENSDARG00000071445",2375.89734523187,5.60691017115998,0.592870483612106,9.45722603189733,3.16220677976931e-21,3.31413324772178e-19,"myoz1b","436720"
"ENSDARG00000004082",960.317252900043,5.60126493727735,0.621859467679296,9.00728416692052,2.11222228144609e-19,1.86547991081574e-17,"cx39.9","404726"
"ENSDARG00000030270",15652.9388842811,5.55361217197798,0.620751094501331,8.94660069256804,3.66597523723514e-19,3.21365658249969e-17,"tnnt3a","58084"
"ENSDARG00000041706",212.73602761329,5.52305900350294,0.702540821723204,7.86154887050675,3.79412346858449e-15,2.33601110999193e-13,"vgll2a","556856"
